what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300654159312
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654167058
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654170971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654188028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654190103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654190119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654195713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654197038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654197075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654198252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300654201846
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1300654222988
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654226596
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654227821
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654229262
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654236422
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654236700
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1300654236890
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654240239
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654240240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654246720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654257073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1300654258142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654258368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654258725
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654260125
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654260826
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654261169
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654265007
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654271017
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654271877
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654274970
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654279196
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654283965
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654284260
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654293203
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654293203
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654297142
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654299727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654315823
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654336536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654346878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654383817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654384518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654410369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654434643
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300654435883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654440427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654447128
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654447497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654453187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654455653
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654457004
activated,view,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.Console",1300654458519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654465017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654466031
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300654468297
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654472833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654473817
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654477199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654481759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654492081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654492967
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1300654498026
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654498857
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654500371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654503775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654543329
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654545255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654547648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654551330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654553244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654565173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654569583
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654570440
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654570992
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654571194
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654571629
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654573627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300654583263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654583766
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654585385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654586199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654587769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654588199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654593682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654594987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654602020
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654602980
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300654605133
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654605390
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654605551
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654613952
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654619340
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654624111
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654625646
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654626411
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654627332
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654627333
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654628174
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654631508
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300654635025
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654636083
activated,view,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.Console",1300654639243
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654643128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654647105
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654651203
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654652474
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654652622
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654656900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654671324
executed,command,sf.eclipse.javacc,1.5.24,"commands.jjformat",1300654688799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654696191
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654712347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654720995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654722811
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654724401
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654725139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654727289
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654730477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654752493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300654752527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654754699
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654766731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654788255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654809718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654813411
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1300654816196
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300654816514
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654817303
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654819694
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300654824237
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654831734
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654835483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654838432
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300654838463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654840473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654844991
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1300654859663
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654859695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1300654859814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654860371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654863197
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654863204
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654864668
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1300654865275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654865768
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300654872424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654873379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654874690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654875580
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300654878523
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654879407
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654882455
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654883564
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300654883564
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654884813
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654886845
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654888483
activated,view,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.Console",1300654891348
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654899304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654900729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654901780
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300654901790
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654906637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654908744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654910809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300654912603
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300654916134
activated,view,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.Console",1300654921960
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300654922898
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300654946497
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654956029
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300654960000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300654972738
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300654976020
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300654981823
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300654994524
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300655007519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655011006
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655018769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655030510
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655049967
opened,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300655050521
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300655050572
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300655052016
closed,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300655052016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655052526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655110089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300655111355
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300655112708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655119031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655120495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655121582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655136294
activated,view,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.Console",1300655139376
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300655145636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300655176087
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300655176443
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300655178912
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1300655191406
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1300655192356
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300655195085
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300655208122
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300655209490
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300655209688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655214679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300655228170
