what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744795669
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300744795712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744798193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744798945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744807330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744808250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300744808294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744819690
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300744820712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744821308
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744821856
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300744822358
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744822683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744822984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744823178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744823425
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300744823827
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744824192
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744824417
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300744825193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744825646
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300744825924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300744828603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744829329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744839541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744845912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744849892
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744851784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744856207
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744873040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744874874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744879846
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744879886
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744882060
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744883724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744900813
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744900852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744923331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744954301
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744956672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744960508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744963984
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744964031
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300744966460
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744968981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744970610
activated,editor,sf.eclipse.javacc,1.5.24,"sf.eclipse.javacc.editors.JJEditor",1300744970642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744971561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744982095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744983185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300744983229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744989600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300744998804
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300744998847
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745020102
executed,command,sf.eclipse.javacc,1.5.24,"commands.jjgotorule",1300745026179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745027787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300745027830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745033353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745036546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745105551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745129782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745181007
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745194395
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745212722
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300745212763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745214290
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300745214742
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1300745215166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745216885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300745216919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745219168
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300745219626
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1300745219994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745224340
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745283634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745288134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745316583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745319569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745348084
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300745387783
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300745389729
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300745393665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300745394265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300745395991
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300745396962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745418275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745421440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745423475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745432902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745438049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745438864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745439010
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745439332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745441266
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300745454483
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300745463373
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745534503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745547454
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300745550428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745550862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745551852
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745555345
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300745557243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745573336
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300745581429
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745588737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745589175
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300745589571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745589895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745590226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300745590420
